FileName,Class_Label,Primary_Manufacturing_Label,Density_g_cc,Ultimate_Tensile_Strength_Average_MPa,Melting_Point_C
bushing_0050.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0051.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0052.stl_128.binvox,1,2,-1.471396116,-1.404851777,-1.609073557
bushing_0053.stl_128.binvox,1,2,-1.441941912,-1.470527642,-1.329705078
bushing_0054.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0055.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0056.stl_128.binvox,1,0,0.727851112,0.694662598,0.652002265
bushing_0057.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0058.stl_128.binvox,1,2,-1.11140029,-1.458091495,-1.191025761
bushing_0059.stl_128.binvox,1,2,-1.543395281,-1.337387706,-1.502551763
bushing_0060.stl_128.binvox,1,2,-1.137581804,-1.395910755,-1.104602418
bushing_0061.stl_128.binvox,1,2,-1.566304106,-1.43086202,-1.468384395
bushing_0062.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0063.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0064.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0065.stl_128.binvox,1,2,-1.20958097,-1.423546639,-1.191025761
bushing_0066.stl_128.binvox,1,2,-1.373215436,-0.849695633,-1.080484276
bushing_0067.stl_128.binvox,1,2,-1.566304106,-1.43086202,-1.468384395
bushing_0068.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0069.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0070.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0071.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0072.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0073.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0074.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0075.stl_128.binvox,1,0,0.655851947,1.58063653,1.210739224
bushing_0076.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0077.stl_128.binvox,1,0,0.727851112,0.694662598,0.652002265
bushing_0078.stl_128.binvox,1,0,1.042029287,-0.463606076,-0.051443546
bushing_0079.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0080.stl_128.binvox,1,2,-1.11140029,-1.458091495,-1.191025761
bushing_0081.stl_128.binvox,1,2,-1.566304106,-1.43086202,-1.468384395
bushing_0082.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0083.stl_128.binvox,1,2,-1.520486456,-1.471950078,-1.52867975
bushing_0084.stl_128.binvox,1,2,-1.520486456,-1.471950078,-1.52867975
bushing_0085.stl_128.binvox,1,0,0.59039816,0.999470143,0.290230134
bushing_0086.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0087.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0088.stl_128.binvox,1,2,-1.373215436,-0.849695633,-1.080484276
bushing_0089.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0090.stl_128.binvox,1,2,-1.373215436,-0.849695633,-1.080484276
bushing_0091.stl_128.binvox,1,0,0.727851112,0.694662598,0.652002265
bushing_0092.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0093.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0094.stl_128.binvox,1,2,-1.471396116,-1.404851777,-1.609073557
bushing_0095.stl_128.binvox,1,2,-1.373215436,-0.849695633,-1.080484276
bushing_0096.stl_128.binvox,1,0,0.727851112,0.694662598,0.652002265
bushing_0097.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0098.stl_128.binvox,1,2,-1.20958097,-1.423546639,-1.191025761
bushing_0099.stl_128.binvox,1,2,-1.20958097,-1.423546639,-1.191025761
bushing_0100.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0101.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0102.stl_128.binvox,1,2,-1.543395281,-1.337387706,-1.502551763
bushing_0103.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0104.stl_128.binvox,1,2,-1.566304106,-1.43086202,-1.468384395
bushing_0105.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0106.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0107.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0108.stl_128.binvox,1,0,1.042029287,-0.463606076,-0.051443546
bushing_0109.stl_128.binvox,1,2,-1.520486456,-1.471950078,-1.52867975
bushing_0110.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0111.stl_128.binvox,1,2,-1.566304106,-1.43086202,-1.468384395
bushing_0112.stl_128.binvox,1,2,-1.471396116,-1.404851777,-1.609073557
bushing_0113.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0114.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0115.stl_128.binvox,1,2,-1.536849902,-1.471503027,-1.588975106
bushing_0116.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0117.stl_128.binvox,1,2,-1.20958097,-1.423546639,-1.191025761
bushing_0118.stl_128.binvox,1,2,-1.566304106,-1.43086202,-1.468384395
bushing_0119.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0120.stl_128.binvox,1,2,-1.520486456,-1.471950078,-1.52867975
bushing_0121.stl_128.binvox,1,0,1.042029287,-0.463606076,-0.051443546
bushing_0122.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0123.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0124.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0125.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0126.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0127.stl_128.binvox,1,2,-1.137581804,-1.395910755,-1.104602418
bushing_0128.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0129.stl_128.binvox,1,2,-1.11140029,-1.458091495,-1.191025761
bushing_0130.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0131.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0132.stl_128.binvox,1,2,-1.11140029,-1.458091495,-1.191025761
bushing_0133.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0134.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0135.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0136.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0137.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0138.stl_128.binvox,1,0,0.59039816,0.999470143,0.290230134
bushing_0139.stl_128.binvox,1,2,-1.471396116,-1.404851777,-1.609073557
bushing_0140.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0141.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0142.stl_128.binvox,1,2,-1.543395281,-1.337387706,-1.502551763
bushing_0143.stl_128.binvox,1,2,-1.137581804,-1.395910755,-1.104602418
bushing_0144.stl_128.binvox,1,2,-1.441941912,-1.470527642,-1.329705078
bushing_0145.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0146.stl_128.binvox,1,0,0.727851112,0.694662598,0.652002265
bushing_0147.stl_128.binvox,1,0,1.042029287,-0.463606076,-0.051443546
bushing_0148.stl_128.binvox,1,2,-1.20958097,-1.423546639,-1.191025761
bushing_0149.stl_128.binvox,1,2,-1.543395281,-1.337387706,-1.502551763
bushing_0150.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0151.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0152.stl_128.binvox,1,0,0.59039816,0.999470143,0.290230134
bushing_0153.stl_128.binvox,1,2,-1.441941912,-1.470527642,-1.329705078
bushing_0154.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0155.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0156.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0157.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0158.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0159.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0160.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0161.stl_128.binvox,1,0,0.727851112,0.694662598,0.652002265
bushing_0162.stl_128.binvox,1,2,-1.471396116,-1.404851777,-1.609073557
bushing_0163.stl_128.binvox,1,2,-1.471396116,-1.404851777,-1.609073557
bushing_0164.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0165.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0166.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0167.stl_128.binvox,1,0,1.042029287,-0.463606076,-0.051443546
bushing_0168.stl_128.binvox,1,0,0.59039816,0.999470143,0.290230134
bushing_0169.stl_128.binvox,1,0,0.655851947,1.58063653,1.210739224
bushing_0170.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0171.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0172.stl_128.binvox,1,2,-1.536849902,-1.471503027,-1.588975106
bushing_0173.stl_128.binvox,1,2,-1.471396116,-1.404851777,-1.609073557
bushing_0174.stl_128.binvox,1,2,-1.11140029,-1.458091495,-1.191025761
bushing_0175.stl_128.binvox,1,2,-1.471396116,-1.404851777,-1.609073557
bushing_0176.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0177.stl_128.binvox,1,0,1.042029287,-0.463606076,-0.051443546
bushing_0178.stl_128.binvox,1,2,-1.11140029,-1.458091495,-1.191025761
bushing_0179.stl_128.binvox,1,2,-1.441941912,-1.470527642,-1.329705078
bushing_0180.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0181.stl_128.binvox,1,2,-1.536849902,-1.471503027,-1.588975106
bushing_0182.stl_128.binvox,1,0,0.655851947,1.58063653,1.210739224
bushing_0183.stl_128.binvox,1,0,0.59039816,0.999470143,0.290230134
bushing_0184.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0185.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0186.stl_128.binvox,1,0,0.59039816,0.999470143,0.290230134
bushing_0187.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0188.stl_128.binvox,1,2,-1.11140029,-1.458091495,-1.191025761
bushing_0189.stl_128.binvox,1,2,-1.543395281,-1.337387706,-1.502551763
bushing_0190.stl_128.binvox,1,0,0.727851112,0.694662598,0.652002265
bushing_0191.stl_128.binvox,1,2,-1.543395281,-1.337387706,-1.502551763
bushing_0192.stl_128.binvox,1,2,-1.373215436,-0.849695633,-1.080484276
bushing_0193.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0194.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0195.stl_128.binvox,1,0,0.655851947,1.58063653,1.210739224
bushing_0196.stl_128.binvox,1,2,-1.543395281,-1.337387706,-1.502551763
bushing_0197.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0198.stl_128.binvox,1,0,0.655851947,1.58063653,1.210739224
bushing_0199.stl_128.binvox,1,2,-1.441941912,-1.470527642,-1.329705078
bushing_0200.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0201.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0202.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0203.stl_128.binvox,1,2,-1.543395281,-1.337387706,-1.502551763
bushing_0204.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0205.stl_128.binvox,1,2,-1.20958097,-1.423546639,-1.191025761
bushing_0206.stl_128.binvox,1,0,0.727851112,0.694662598,0.652002265
bushing_0207.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0208.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0209.stl_128.binvox,1,0,0.727851112,0.694662598,0.652002265
bushing_0210.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0211.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0212.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0213.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0214.stl_128.binvox,1,2,-1.520486456,-1.471950078,-1.52867975
bushing_0215.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0216.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0217.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0218.stl_128.binvox,1,2,-1.566304106,-1.43086202,-1.468384395
bushing_0219.stl_128.binvox,1,0,1.042029287,-0.463606076,-0.051443546
bushing_0220.stl_128.binvox,1,0,1.042029287,-0.463606076,-0.051443546
bushing_0221.stl_128.binvox,1,0,0.59039816,0.999470143,0.290230134
bushing_0222.stl_128.binvox,1,2,-1.20958097,-1.423546639,-1.191025761
bushing_0223.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0224.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0225.stl_128.binvox,1,2,-1.520486456,-1.471950078,-1.52867975
bushing_0226.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0227.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0228.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0229.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0230.stl_128.binvox,1,2,-1.137581804,-1.395910755,-1.104602418
bushing_0231.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0232.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0233.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0234.stl_128.binvox,1,0,1.074756181,-0.524567585,0.193757565
bushing_0235.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0236.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0237.stl_128.binvox,1,2,-1.520486456,-1.471950078,-1.52867975
bushing_0238.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0239.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0240.stl_128.binvox,1,2,-1.536849902,-1.471503027,-1.588975106
bushing_0241.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0242.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0243.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0244.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0245.stl_128.binvox,1,2,-1.536849902,-1.471503027,-1.588975106
bushing_0246.stl_128.binvox,1,0,0.770396073,0.552419076,1.043922075
bushing_0247.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0248.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0249.stl_128.binvox,1,0,0.770396073,1.019790646,0.983626719
bushing_0250.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0251.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0252.stl_128.binvox,1,2,-1.373215436,-0.849695633,-1.080484276
bushing_0253.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0254.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0255.stl_128.binvox,1,0,0.246765781,-1.107766022,-1.136759941
bushing_0256.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0257.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0258.stl_128.binvox,1,2,-1.520486456,-1.471950078,-1.52867975
bushing_0259.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
bushing_0260.stl_128.binvox,1,2,-1.11140029,-1.458091495,-1.191025761
bushing_0261.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0262.stl_128.binvox,1,2,-1.566304106,-1.43086202,-1.468384395
bushing_0263.stl_128.binvox,1,0,0.59039816,0.999470143,0.290230134
bushing_0264.stl_128.binvox,1,0,0.655851947,1.58063653,1.210739224
bushing_0265.stl_128.binvox,1,2,-1.16049063,-1.443867142,-1.191025761
bushing_0266.stl_128.binvox,1,0,1.042029287,-0.463606076,-0.051443546
bushing_0267.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0268.stl_128.binvox,1,2,-1.441941912,-1.470527642,-1.329705078
bushing_0269.stl_128.binvox,1,2,-1.373215436,-0.849695633,-1.080484276
bushing_0270.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0271.stl_128.binvox,1,0,0.727851112,0.694662598,0.652002265
bushing_0272.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0273.stl_128.binvox,1,2,-1.543068012,-1.381279993,-1.448285943
bushing_0274.stl_128.binvox,1,2,-1.392851572,-1.402819726,-1.540738821
bushing_0275.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0276.stl_128.binvox,1,2,-1.471396116,-1.404851777,-1.609073557
bushing_0277.stl_128.binvox,1,2,-1.301216271,-0.744029018,-1.313626317
bushing_0278.stl_128.binvox,1,0,1.042029287,-0.463606076,-0.051443546
bushing_0279.stl_128.binvox,1,2,-1.520486456,-1.471950078,-1.52867975
bushing_0280.stl_128.binvox,1,2,-1.471396116,-1.404851777,-1.609073557
bushing_0281.stl_128.binvox,1,2,-1.536849902,-1.471503027,-1.588975106
bushing_0282.stl_128.binvox,1,2,-1.137581804,-1.395910755,-1.104602418
bushing_0283.stl_128.binvox,1,2,-1.373215436,-0.849695633,-1.080484276
bushing_0284.stl_128.binvox,1,2,-1.20958097,-1.423546639,-1.191025761
bushing_0285.stl_128.binvox,1,2,-1.471396116,-1.193924955,-1.327695233
